n_records,total_indiv,mean_event_value_min_thb,mean_event_value_mean_thb,mean_event_value_max_thb,total_event_value_min_thb,total_event_value_mean_thb,total_event_value_max_thb
36,57,86.38888888888887,111.74166666666666,130.55555555555554,3110,4022.7,4700
