n_rows,total_indiv,n_tier1_priced,prop_tier1_priced,tier1_total_min_thb,tier1_total_mean_thb,tier1_total_max_thb,n_tier3_scored,prop_tier3_scored,tier3_total_aesthetic_index
36,57,13,0.3611111111111111,3110,4022.7,4700,36,1,85215.40420599999
